,Combined_ID,Year,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.gender,Age,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,Are.you.a.student,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Language,What.languages.do.you.speak.at.home,Class
7155,7156.0,2017,3.0,8.0,7.0,6.0,4.0,1.0,2.9245283018867925,4.0,4.0,4.0,7.0,6.0,8.0,1,40,30,0,1,0,11,8,0,4,3.0,1,4,1
6641,6642.0,2017,9.0,9.0,9.0,9.0,4.0,2.0,3.0,5.0,4.0,5.0,8.161383285302593,9.0,9.0,1,24,30,0,2,0,16,9,0,9,9.0,1,24,0
7101,7102.0,2017,5.0,7.0,6.0,6.0,3.0,1.0,4.0,1.0,2.0,3.0,9.0,7.0,7.0,1,5,30,0,2,1,8,0,0,4,4.0,1,4,0
7361,7362.0,2017,8.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,1.0,2.0,9.0,4.0,1.0,1,15,13,1,2,0,0,7,1,7,7.0,1,44,0
5832,5833.0,2011,1.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6022,6023.0,2011,1.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7075,7076.0,2017,8.0,9.0,9.0,10.0,4.0,1.0,3.0,4.0,4.0,5.0,9.0,10.0,10.0,1,15,30,0,2,0,7,7,0,8,10.0,1,4,0
7323,7324.0,2017,9.0,9.0,9.0,10.0,4.0,3.0,3.0,4.0,3.0,5.0,9.0,8.0,3.0,4,24,30,0,1,0,8,2,0,7,7.0,1,4,0
7477,7478.0,2019,4.0,6.0,4.0,5.6923076923076925,4.0,1.0,2.9245283018867925,4.0,1.0,5.0,5.0,9.0,7.0,1,45,30,0,2,0,24,9,0,4,5.631578947368421,1,4,1
8849,8850.0,2019,5.0,1.0,5.0,5.6923076923076925,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,1,25,30,1,2,1,45,5,0,4,5.631578947368421,4,4,1
7031,7032.0,2017,6.0,6.0,9.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,1,50,30,0,2,0,16,0,0,6,8.0,1,4,0
6631,6632.0,2017,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4,40,30,0,2,1,16,7,0,9,10.0,1,4,1
6940,6941.0,2017,1.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,24,30,1,2,0,7,9,0,0,10.0,1,14,1
2360,2361.0,2011,1.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6668,6669.0,2017,8.0,9.0,10.0,8.0,5.0,2.0,3.503584229390681,3.0,2.0,5.0,9.0,9.0,9.0,1,40,30,0,1,0,16,2,0,8,9.0,1,4,0
7285,7286.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,3.0,5.0,3.0,5.0,10.0,10.0,10.0,1,40,30,0,1,0,16,8,0,1,10.0,1,4,0
469,470.0,2011,7.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
8325,8326.0,2019,3.0,1.0,1.0,5.6923076923076925,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,30,30,0,1,1,34,1,0,4,5.631578947368421,1,4,1
1613,1614.0,2011,3.0,3.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6616,6617.0,2017,10.0,8.0,10.0,7.0,5.0,3.0,3.503584229390681,4.0,3.0,4.0,9.0,8.0,9.0,1,5,30,0,2,1,0,2,0,7,10.0,1,19,0
6876,6877.0,2017,8.0,9.0,8.0,9.0,5.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,1,0,30,0,2,0,0,7,0,8,10.0,1,4,0
2575,2576.0,2011,1.0,2.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6824,6825.0,2017,9.0,8.0,9.0,10.0,5.0,2.0,5.0,3.0,3.0,5.0,9.0,9.0,8.0,4,5,30,0,2,0,32,7,0,1,8.0,1,4,0
6807,6808.0,2017,7.0,2.0,2.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,3.0,6.0,1,50,30,0,1,0,16,7,0,8,8.0,1,4,0
6717,6718.0,2017,8.0,9.0,9.0,9.0,4.0,3.0,2.0,3.0,4.0,4.0,8.0,8.0,7.0,1,15,2,0,1,0,32,2,0,3,8.0,1,4,0
7836,7837.0,2019,5.0,5.0,5.0,5.6923076923076925,2.0,1.0,3.0,3.0,2.0,4.0,8.0,5.0,3.0,4,33,30,0,2,0,20,1,0,4,5.631578947368421,1,4,1
6991,6992.0,2017,7.0,8.0,10.0,10.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,8.0,9.0,1,15,30,1,2,0,32,5,0,9,7.0,1,13,0
6686,6687.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,4.0,4.0,10.0,10.0,10.0,4,30,2,0,1,0,16,7,0,1,10.0,1,4,0
4719,4720.0,2011,5.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6837,6838.0,2017,7.0,7.0,7.0,9.0,4.0,2.0,3.0,4.0,4.0,4.0,8.0,6.0,7.0,1,15,30,0,1,0,8,7,0,6,7.0,1,4,0
8279,8280.0,2019,2.0,6.0,2.0,5.6923076923076925,3.0,5.0,3.0,4.0,2.0,4.0,8.0,5.0,8.0,4,16,30,0,2,1,3,7,0,4,5.631578947368421,1,4,1
6556,6557.0,2017,5.0,1.0,3.0,9.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,6.0,4,40,30,1,1,0,16,5,0,6,1.0,1,4,0
7091,7092.0,2017,6.0,7.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,1,24,30,0,1,0,11,1,0,5,6.0,1,4,0
135,136.0,2011,10.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6844,6845.0,2017,7.0,8.0,8.0,8.0,5.0,3.0,2.0,5.0,4.0,4.0,10.0,8.0,8.0,1,5,30,1,2,0,8,1,0,1,7.0,1,4,0
7266,7267.0,2017,6.0,9.0,9.0,9.0,4.0,2.0,3.503584229390681,4.0,3.0,4.432900432900433,8.0,8.0,8.0,4,24,12,0,1,0,11,8,0,4,5.0,1,4,0
7015,7016.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,3.0,5.0,5.0,5.0,7.0,10.0,10.0,1,40,6,0,2,0,16,8,0,9,10.0,1,4,0
4892,4893.0,2011,3.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
5472,5473.0,2011,1.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7220,7221.0,2017,9.0,8.0,9.0,9.0,5.0,1.0,3.503584229390681,4.0,4.0,5.0,9.0,7.0,6.0,1,15,30,0,2,1,32,2,0,5,10.0,1,4,0
565,566.0,2011,2.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7104,7105.0,2017,7.0,8.0,10.0,8.0,4.0,1.0,3.0,5.0,3.0,5.0,8.0,8.0,8.0,1,30,30,0,1,0,16,1,0,7,8.0,1,4,0
326,327.0,2011,1.0,1.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7604,7605.0,2019,4.0,3.0,2.0,5.6923076923076925,3.0,1.0,2.9245283018867925,2.0,2.0,4.0,5.0,1.0,3.0,1,43,30,0,1,0,21,1,0,4,5.631578947368421,1,4,1
6716,6717.0,2017,6.0,9.0,8.0,10.0,4.0,1.0,4.0,2.0,4.0,5.0,7.0,9.0,8.0,1,40,30,0,2,0,16,0,0,0,10.0,1,4,0
7153,7154.0,2017,10.0,8.0,8.0,9.0,4.0,2.0,3.503584229390681,5.0,4.0,4.0,10.0,9.0,9.0,1,5,30,0,2,0,32,7,0,1,10.0,1,4,0
4358,4359.0,2011,8.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
503,504.0,2011,2.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7625,7626.0,2019,8.0,2.0,5.0,5.6923076923076925,2.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,5.0,1,27,30,0,2,1,15,7,0,4,5.631578947368421,1,4,1
421,422.0,2011,3.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7198,7199.0,2017,5.0,7.0,7.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,8.0,5.0,7.0,4,15,30,0,2,1,8,7,0,8,4.0,1,4,0
6751,6752.0,2017,9.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,30,30,0,1,1,16,2,0,1,10.0,1,4,0
8290,8291.0,2019,9.0,10.0,10.0,5.6923076923076925,5.0,1.0,5.0,3.0,5.0,3.0,1.0,4.0,6.0,1,43,12,0,2,0,18,1,0,4,5.631578947368421,11,4,1
7389,7390.0,2017,9.0,8.0,9.0,7.0,4.0,3.0,3.503584229390681,4.0,2.0,3.0,10.0,7.0,8.0,1,15,30,0,2,0,8,1,0,6,7.0,1,4,0
4784,4785.0,2011,5.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4212,4213.0,2011,9.0,3.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
5129,5130.0,2011,4.0,1.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
1247,1248.0,2011,5.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
8771,8772.0,2019,10.0,2.0,2.0,5.6923076923076925,4.0,4.0,1.0,5.0,2.0,5.0,6.0,1.0,8.0,4,14,30,0,1,0,3,3,0,4,5.631578947368421,1,4,1
6553,6554.0,2017,8.0,9.0,9.0,9.0,4.0,3.0,3.0,4.0,3.0,4.0,9.0,7.0,10.0,1,30,22,0,1,0,16,7,0,9,10.0,1,4,0
6387,6388.0,2015,5.0,6.0,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,6.11139896373057,5.424870466321243,6.0,1,5,30,0,2,0,7,9,0,4,5.631578947368421,1,4,1
7351,7352.0,2017,9.0,9.0,10.0,10.0,4.0,1.0,4.0,4.0,3.0,5.0,9.0,9.0,8.0,1,30,30,0,1,0,11,2,0,4,10.0,1,4,0
5126,5127.0,2011,5.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6967,6968.0,2017,7.0,7.0,9.0,9.0,5.0,1.0,3.503584229390681,3.0,4.0,4.0,7.0,8.0,7.0,1,5,2,0,2,0,32,7,0,9,4.0,1,4,0
2818,2819.0,2011,4.0,2.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6933,6934.0,2017,6.0,8.0,8.0,8.0,4.0,2.0,3.503584229390681,3.889212827988338,2.0,5.0,8.0,8.0,8.0,1,40,30,0,1,0,16,0,0,7,7.0,1,4,0
3323,3324.0,2011,5.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4911,4912.0,2011,5.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4586,4587.0,2011,4.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6848,6849.0,2017,9.0,9.0,9.0,9.0,4.0,3.0,1.0,5.0,4.0,5.0,10.0,10.0,10.0,1,15,30,1,2,0,8,2,0,1,10.0,1,38,0
5247,5248.0,2011,4.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6989,6990.0,2017,6.0,2.0,6.0,7.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,1,5,16,0,2,1,32,5,0,4,5.0,1,4,0
5656,5657.0,2011,5.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7056,7057.0,2017,1.0,1.0,2.0,1.0,1.0,1.0,2.9245283018867925,5.0,1.0,3.482051282051282,1.0,1.0,1.0,1,40,30,0,1,0,16,7,0,9,5.631578947368421,8,44,1
6714,6715.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,24,30,0,5,0,11,9,1,5,10.0,8,44,0
7181,7182.0,2017,8.0,8.0,9.0,10.0,4.0,1.0,3.0,5.0,4.0,5.0,10.0,8.0,8.0,1,5,30,0,2,0,49,2,0,8,9.0,1,4,0
4808,4809.0,2011,2.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
3301,3302.0,2011,7.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4672,4673.0,2011,1.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
8100,8101.0,2019,4.0,7.0,7.0,5.6923076923076925,3.0,1.0,3.0,2.0,4.0,4.0,9.0,7.0,7.0,4,14,30,0,2,1,23,8,0,4,5.631578947368421,1,4,1
7080,7081.0,2017,8.0,9.0,8.0,10.0,4.0,1.0,3.503584229390681,3.889212827988338,4.0,3.0,10.0,8.0,9.0,4,5,30,0,2,0,32,2,0,8,8.0,1,4,0
7189,7190.0,2017,10.0,10.0,8.0,10.0,5.0,3.0,4.0,5.0,5.0,5.0,10.0,7.0,10.0,1,5,30,0,1,0,32,1,0,1,9.0,1,4,0
3790,3791.0,2011,1.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6810,6811.0,2017,7.0,8.0,8.0,9.0,3.0,2.0,4.0,4.0,4.0,5.0,9.0,7.0,8.0,1,24,30,1,1,0,11,1,0,7,8.0,1,4,0
2993,2994.0,2011,5.0,2.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6813,6814.0,2017,8.0,5.0,8.0,7.0,3.0,2.0,4.0,4.0,3.0,5.0,9.0,9.0,9.0,1,24,30,1,1,0,16,1,0,8,9.0,1,4,0
6509,6510.0,2015,2.0,9.0,9.0,9.0,5.0,1.0,5.0,3.0,5.0,5.0,6.11139896373057,5.424870466321243,6.0,1,5,30,1,2,0,8,0,0,4,5.631578947368421,1,4,1
6527,6528.0,2015,10.0,10.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,6.11139896373057,5.424870466321243,1.0,1,50,30,1,0,0,11,2,1,4,5.631578947368421,1,4,1
6791,6792.0,2017,7.0,8.0,8.0,6.0,4.0,2.0,3.0,4.0,5.0,4.0,9.0,8.0,9.0,1,5,30,0,2,1,0,8,0,4,9.0,1,13,0
6637,6638.0,2017,8.086206896551724,10.0,10.0,10.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1,50,30,0,2,0,16,9,0,1,1.0,1,4,0
6720,6721.0,2017,8.0,9.0,9.0,9.0,5.0,4.0,3.0,4.0,3.0,5.0,8.0,8.0,8.0,1,5,30,0,2,1,8,2,1,7,7.0,1,4,0
1379,1380.0,2011,4.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7355,7356.0,2017,7.0,8.0,8.0,9.0,4.0,2.0,4.0,4.0,3.0,4.0,9.0,7.0,8.0,4,24,30,1,1,0,16,2,0,8,7.0,1,4,0
5071,5072.0,2011,4.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
3330,3331.0,2011,3.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
1329,1330.0,2011,8.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6704,6705.0,2017,10.0,10.0,10.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,8.0,7.0,6.0,8,0,30,0,2,0,0,8,0,6,9.0,1,4,0
4449,4450.0,2011,4.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7035,7036.0,2017,10.0,10.0,10.0,9.0,4.0,1.0,2.0,5.0,5.0,4.0,9.0,9.0,9.0,1,5,30,1,2,0,8,2,0,8,9.0,1,26,0
2895,2896.0,2011,4.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7160,7161.0,2017,8.0,10.0,10.0,6.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,10.0,10.0,1,40,30,0,1,0,16,5,0,9,7.0,1,4,0
5292,5293.0,2011,5.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7157,7158.0,2017,8.0,8.0,9.0,8.0,3.0,1.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,4,5,30,0,2,0,32,8,0,6,8.0,1,4,0
2820,2821.0,2011,2.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6956,6957.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,4.0,5.0,4.0,5.0,10.0,9.0,9.0,1,24,30,1,1,0,16,2,0,1,10.0,1,4,0
7011,7012.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,4.0,4.0,4.0,5.0,9.0,8.0,8.0,4,15,30,1,1,0,16,2,0,9,8.0,1,4,0
6545,6546.0,2017,9.0,10.0,10.0,10.0,4.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,4,5,30,0,2,1,8,2,0,7,10.0,1,4,0
6971,6972.0,2017,8.0,10.0,9.0,10.0,4.0,4.0,3.503584229390681,4.0,4.0,5.0,8.0,10.0,8.0,4,5,30,0,6,0,8,1,0,7,6.0,1,4,0
8621,8622.0,2019,4.0,3.0,6.0,5.6923076923076925,3.0,1.0,3.0,2.0,1.0,4.0,7.0,6.0,8.0,1,46,30,0,2,1,29,0,0,4,5.631578947368421,1,4,1
7121,7122.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,1,50,36,0,2,0,16,0,0,1,8.0,1,4,0
6181,6182.0,2013,5.0,4.0,7.0,5.6923076923076925,3.443850267379679,2.0,3.0,3.2967032967032965,2.6684491978609626,2.0,9.0,4.0,6.17741935483871,1,40,30,2,2,2,16,0,2,4,5.631578947368421,1,4,1
6608,6609.0,2017,6.0,9.0,9.0,9.0,5.0,2.0,3.503584229390681,5.0,3.0,5.0,10.0,9.0,9.0,1,5,5,0,2,1,8,2,0,7,8.0,1,4,0
7316,7317.0,2017,8.0,7.0,8.0,7.0,4.0,1.0,4.0,3.0,3.0,5.0,8.0,5.0,8.0,1,5,30,0,2,0,8,8,0,8,8.0,1,4,0
6657,6658.0,2017,4.0,4.0,6.0,10.0,5.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,6.0,4,24,30,1,1,0,16,0,0,2,8.0,1,4,1
5192,5193.0,2011,3.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
1961,1962.0,2011,3.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6746,6747.0,2017,9.0,9.0,9.0,9.0,3.0,2.0,3.0,3.0,4.0,5.0,9.0,9.0,8.01580459770115,4,5,30,1,2,0,32,1,0,7,9.0,1,4,0
7092,7093.0,2017,8.0,8.0,8.0,8.0,3.0,3.0,3.503584229390681,3.0,4.0,4.0,8.0,8.0,8.0,1,5,30,0,2,0,0,1,0,1,8.0,1,4,0
